wikiname;variations;author;author_firstname;wikiID;freq;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
THE_PARENT'S_ASSISTANT;"[""The Parent's Assistant""]";Edgeworth;Maria;Q3522169;6;3655;1796;collection of children's stories;Gutenberg-US;the parent's assistant;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;maria edgeworth;maria edgeworth;1;100
THE_PERILS_OF_CERTAIN_ENGLISH_PRISONERS;['The Perils of Certain English Prisoners'];Dickens;Charles;noWikiID;1;1406;1857;short stories;Gutenberg-US;the perils of certain english prisoners;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
THE_PHANTOM_COACH;['The Phantom Coach'];Edwards;Amelia B.;noWikiID;2;https://gutenberg.net.au/ebooks06/0605591h.html;1864;;Gutenberg-AUS;the phantom coach;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;amelia b. edwards;j. b. frank;0;85.5
THE_PHOENIX_AND_THE_CARPET;['The Phoenix and the Carpet'];Nesbit;Edith;Q3795974;2;836;1904;(['fantasy'], ['novel']);Gutenberg-US;the phoenix and the carpet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith nesbit;roy conyers nesbit;0;85.5
THE_PICKWICK_PAPERS;['Pickwick Papers', 'Pickwick', 'The Pickwick Papers', 'The Posthumous Papers of the Pickwick Club'];Dickens;Charles;Q460583;43;580;1836;(['satire', 'picaresque novel'], ['novel']);Gutenberg-US;the pickwick papers;the pickwick papers;1;100;charles dickens;charles dickens;1;100
THE_PICTURE_OF_DORIAN_GRAY;['The Picture of Dorian Gray', 'Picture of Dorian Gray'];Wilde;Oscar;Q82464;31;174;1890;(['Gothic novel'], []);Gutenberg-US;the picture of dorian gray;the picture of dorian gray;1;100;oscar wilde;oscar wilde;1;100
THE_PIRATE_(NOVEL);['The Pirate'];Scott;Walter;Q3225628;4;42389;1822;(['historical fiction', 'pirate fiction'], []);Gutenberg-US;the pirate (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_POINT_OF_VIEW;['The Point of View'];James;Henry;noWikiID;1;2869;1882;novel;Gutenberg-US;the point of view;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_PORTRAIT_OF_A_LADY;['The Portrait of a Lady'];James;Henry;Q861017;3;"2833; 2834";1881;([], ['novel']);Gutenberg-US;the portrait of a lady;the portrait of a lady;1;100;henry james;henry james;1;100
THE_PORTRAIT_OF_MR._W._H.;"['The Portrait of Mr. W. H.""', ""The Portrait of Mr W. H.'""]";Wilde;Oscar;noWikiID;3;773;1889;([], ['poem', 'novella']);Gutenberg-US;the portrait of mr. w. h.;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;oscar wilde;oscar wilde;1;100
THE_PRIME_MINISTER;['The Prime Minister', 'The Prime Minister.'];Trollope;Anthony;noWikiID;2;2158;1876;novel;Gutenberg-US;the prime minister;the prime minister;1;100;anthony trollope;anthony trollope;1;100
THE_PRINCESS_AND_THE_GOBLIN;['The Princess and the Goblin'];MacDonald;George;Q466505;1;708;1872;"(['fantasy', ""children's fiction""], ['novel'])";Gutenberg-US;the princess and the goblin;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george macdonald;george macdonald;1;100
THE_PRINCESS_CASAMASSIMA;['The Princess Casamassima', 'The Princess Cassamassima'];James;Henry;Q3211932;3;64599;1886;(['novel'], ['novel']);Gutenberg-US;the princess casamassima;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry james;henry james;1;100
THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER;['The Private Memoirs and Confessions of a Justified Sinner', 'Confessions of a Justified Sinner', 'Confessions', 'Private Memoirs and Confessions of a Justified Sinner', 'Memoirs and Confessions of a Justified Sinner', 'Private Memoirs of a Justified Sinner', 'Private Memoirs and Confessions of a Justified Sinner, Written by Himself', 'The Private Memoirs and True Confessions of a Justified Sinner'];Hogg;James;Q2992437;44;2276;1824;(['satirical fiction', 'Gothic fiction', 'philosophical fiction'], ['novel']);Gutenberg-US;the private memoirs and confessions of a justified sinner;the private memoirs and confessions of a justified sinner;1;100;james hogg;james hogg;1;100
THE_PRIVATE_PAPERS_OF_HENRY_RYECROFT;['The Private Papers of Henry Ryecroft'];Gissing;George;Q17027661;2;1463;1903;novel;Gutenberg-US;the private papers of henry ryecroft;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george gissing;george gissing;1;100
THE_PROFESSOR_(NOVEL);['The Professor', 'In The Professor'];Brontë;Charlotte;Q762203;3;1028;1857;([], ['novel']);Gutenberg-US;the professor (novel);the professor;1;90;charlotte brontë;charlotte brontë;1;100
THE_PROVOST;['The Provost'];Galt;John;noWikiID;1;1296;1822;novel;Gutenberg-US;the provost;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john galt;john galt;1;100
THE_PURCELL_PAPERS;['The Purcell Papers'];Sheridan Le Fanu;Joseph;Q7758781;1;25584;1880;collection of short stories;Gutenberg-US;the purcell papers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
THE_QUADROON;['The Quadroon'];Mayne Reid;Thomas;noWikiID;1;27913;1856;novel;Gutenberg-US;the quadroon;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas mayne reid;thomas lang;0;85.5
THE_QUIET_HEART;['The Quiet Heart'];Oliphant;Margaret;noWikiID;1;59326;1854;novel;Gutenberg-US;the quiet heart;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;margaret oliphant;margaret lo;0;85.71428571
THE_RAGGED-TROUSERED_PHILANTHROPISTS;['The Ragged-Trousered Philanthropists', 'The Ragged Trousered Philanthropists'];Tressell;Robert;Q7759270;2;3608;1914;([], ['novel']);Gutenberg-US;the ragged-trousered philanthropists;the ragged trousered philanthropists;1;97.22222222;robert tressell;res;0;90
THE_REAL_CHARLOTTE;['The Real Charlotte'];Sommerville/Ross;Edith/Martin;noWikiID;9;59138;1894;novel;Gutenberg-US;the real charlotte;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith/martin sommerville/ross;martin martin;0;85.5
THE_RECOLLECTIONS_OF_GEOFFREY_HAMLYN;['The Recollections of Geoffrey Hamlyn'];Kingsley;Henry;Q121356927;1;3786;1859;novel;Gutenberg-US;the recollections of geoffrey hamlyn;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;henry kingsley;henry kingsley;1;100
THE_REFORM'D_COQUET;"[""The Reform'd Coquet"", ""Reform'd Coquet""]";Davys;Mary;Q7760024;2;pdf;1724;([], ['novel', 'novella']);PDF;the reform'd coquet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mary davys;mary brooke casad;0;85.5
THE_RETURN_OF_THE_NATIVE;['The Return of the Native'];Hardy;Thomas;Q141568;9;17500;1878;([], ['novel']);Gutenberg-US;the return of the native;the return of the native;1;100;thomas hardy;thomas hardy;1;100
THE_REVOLUTION_IN_TANNER'S_LANE;"[""The Revolution in Tanner's Lane""]";Rutherfordd;Mark;noWikiID;2;6690;1887;novel;Gutenberg-US;the revolution in tanner's lane;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mark rutherfordd;mark jacob;0;85.5
THE_RIDDLE_OF_THE_SANDS;['The Riddle of the Sands', 'The Riddle of the Sands: A Record of Secret Service'];Childers;Erskine;Q1170204;5;2360;1903;(['adventure novel', 'espionage novel'], []);Gutenberg-US;the riddle of the sands;the riddle of the sands: a record of secret service;1;90;erskine childers;erskine caldwell;0;75
THE_ROMANCE_OF_A_SHOP;['The Romance of a Shop'];Levy;Amy;Q17019147;4;57447;1888;([], ['novel']);Gutenberg-US;the romance of a shop;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;amy levy;david h. levy;0;85.5
THE_ROMANCE_OF_THE_FOREST;['The Romance of the Forest', 'Author of the Romance of the Forest', 'Romance of the Forest'];Radcliffe;Ann;Q3406503;7;64701;1791;(['sentimental novel', 'romantic fiction', 'Gothic fiction', 'thriller'], ['novel']);Gutenberg-US;the romance of the forest;the romance of the forest;1;100;ann radcliffe;anthony radcliffe;0;86.66666667
THE_ROMANY_RYE;['The Romany Rye'];Borrow;George;Q7761435;1;422;1857;([], ['novel']);Gutenberg-US;the romany rye;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george borrow;george j. f. simpson;0;85.5
THE_ROSARY;['The Rosary'];Barcley;Florence L.;noWikiID;2;3659;1909;novel;Gutenberg-US;the rosary;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;florence l. barcley;l. g. lynch;0;85.5
THE_ROSE_AND_THE_RING;['The Rose and the', 'The Rose and the Ring'];Thackeray;William Makepeace;Q7761552;4;897;1855;(['novel'], ['novel']);Gutenberg-US;the rose and the ring;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william makepeace thackeray;william makepeace thackeray;1;100
THE_SCOTTISH_CHIEFS;['Scottish Chiefs', 'The Scottish Chiefs'];Porter;Jane;noWikiID;5;6086;1810;novel;Gutenberg-US;the scottish chiefs;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;jane porter;jane porter,  august;1;90
THE_SEAFARER;['The Seafarer'];Bloundelle-Burton;John;noWikiID;1;52548;1900;novel;Gutenberg-US;the seafarer;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;john bloundelle-burton;john magee;0;85.5
THE_SECOND_JUNGLE_BOOK;"[""The King's Ankus""]";Kipling;Rudyard;Q1101819;2;1937;1895;"([""children's novel""], [])";Gutenberg-US;the second jungle book;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;rudyard kipling;rudyard kipling;1;100
THE_SECRET_AGENT;['The Secret Agent'];Conrad;Joseph;Q1247666;11;974;1907;(['espionage novel'], ['novel']);Gutenberg-US;the secret agent;the secret agent: a simple tale;1;90;joseph conrad;joseph conrad;1;100
THE_SECRET_GARDEN;['The Secret Garden', 'Dickon Sowerby'];Burnett;Frances Hodgson;Q472194;8;113;1911;"([""children's book"", 'serialized fiction'], ['novel'])";Gutenberg-US;the secret garden;the secret garden;1;100;frances hodgson burnett;frances hodgson burnett;1;100
THE_SECRET_ROSE;['The Secret Rose', 'With The Secret Rose'];Yeats;William Butler;noWikiID;3;5795;1897;narrative;Gutenberg-US;the secret rose;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william butler yeats;william burt;0;86.08695652
THE_SECRET_SHARER;"[""The Secret Sharer'""]";Conrad;Joseph;noWikiID;3;220;1912;story;Gutenberg-US;the secret sharer;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph conrad;joseph conrad;1;100
THE_SETTLERS_IN_CANADA;['The Settlers in Canada'];Marryat;Frederick;Q7763415;1;24211;1844;([], ['novel']);Gutenberg-US;the settlers in canada;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frederick marryat;j. f. c fuller, (john frederick charles);0;85.5
THE_SHADOW_OF_A_CRIME_1885;['The Shadow of a Crime 1885'];Caine;Hall;noWikiID;1;14262;1885;novel;Gutenberg-US;the shadow of a crime 1885;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;hall caine;fred hall higginson;0;85.5
THE_SHADOW_OF_ASHLYDYAT;['The Shadow of Ashlydyat'];Wood;Ellen;noWikiID;3;42200;1863;novel;Gutenberg-US;the shadow of ashlydyat;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;ellen wood;ellen von unwerth;0;85.5
THE_SIGNAL-MAN;['The Signalman', 'The Signal-man'];Dickens;Charles;Q1002362;4;1289;1866;([], ['short story']);Gutenberg-US;the signal-man;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;charles dickens;charles dickens;1;100
THE_SILVERADO_SQUATTERS;['The Silverado Squatters'];Stevenson;Robert Louis;noWikiID;1;516;1884;collection of stories;Gutenberg-US;the silverado squatters;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis stevenson;robert louis stevenson;1;100
THE_SLEEPER_AWAKES;['When the Sleeper Awakes', 'When the Sleeper Wakes', 'When The Sleeper Awakes'];;;Q650949;5;12163;1899;novel;Gutenberg-US;the sleeper awakes;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;;;0;
THE_SMALL_HOUSE_AT_ALLINGTON;['The Small House at Allington'];Trollope;Anthony;Q7764868;2;4599;1862;([], ['novel']);Gutenberg-US;the small house at allington;the small house at allington: the chronicles of barsetshire;1;90;anthony trollope;anthony trollope;1;100
THE_SORROWS_OF_SATAN;['The Sorrows of Satan'];Corelli;Marie;Q13424700;5;42332;1895;([], ['novel']);Gutenberg-US;the sorrows of satan;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;marie corelli;marie humber clements;0;85.5
THE_SPOILS_OF_POYNTON;['The Spoils of Poynton'];James;Henry;Q3809486;1;33325;1897;(['novel'], ['novel']);Gutenberg-US;the spoils of poynton;the spoils of poynton;1;100;henry james;henry james;1;100
THE_STICKIT_MINISTER;['The Stickit Minister'];Crockett;Samuel Rutherford;noWikiID;1;49342;1900;short stories;Gutenberg-US;the stickit minister;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;samuel rutherford crockett;samuel purchas, ?;0;85.5
THE_STORY_OF_A_MODERN_WOMAN;['The Story of a Modern Woman'];Dixson;Ella Hepworth;Q7766819;2;https://webapp1.dlib.indiana.edu/vwwp/view?docId=VAB7169.xml;1894;([], ['novel']);https://webapp1.dlib.indiana.edu;the story of a modern woman;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;ella hepworth dixson;ella burfoot;0;85.5
THE_STORY_OF_MY_HEART;['The Story of My Heart'];Jefferies;Richard;Q7766776;2;2317;1883;(['autobiography'], ['novel']);Gutenberg-US;the story of my heart;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;richard jefferies;richard jefferies;1;100
THE_STORY_OF_THE_AMULET;['The Story of the Amulet'];Nesbit;Edith;Q7766831;2;837;1906;"(['fantasy', ""children's literature""], ['novel'])";Gutenberg-US;the story of the amulet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith nesbit;roy conyers nesbit;0;85.5
THE_STORY_OF_THE_TREASURE_SEEKERS;['The Story of the Treasure Seekers'];Nesbit;Edith;Q7766848;1;770;1899;([], ['novel']);Gutenberg-US;the story of the treasure seekers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith nesbit;roy conyers nesbit;0;85.5
THE_STRING_OF_PEARLS;['The String of Pearls'];Rymer;James Malcolm;Q7767037;1;59828;1846;(['fiction'], []);Gutenberg-US;the string of pearls;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james malcolm rymer;james mill;0;85.5
THE_TAILOR_OF_GLOUCESTER;['The Tailor of Gloucester'];Potter;Beatrix;noWikiID;1;14868;1902;children's book;Gutenberg-US;the tailor of gloucester;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;beatrix potter;beatrix potter;1;100
THE_TALE_OF_MR_JEREMY_FISHER;['The Tale of Mr Jeremy Fisher'];Potter;Beatrix;noWikiID;1;15077;1906;children's book;Gutenberg-US;the tale of mr jeremy fisher;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;beatrix potter;beatrix potter;1;100
THE_TALE_OF_PETER_RABBIT;['The Tale of Peter Rabbit'];Potter;Beatrix;Q580463;6;14838;1901;"([""children's literature""], [])";Gutenberg-US;the tale of peter rabbit;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;beatrix potter;beatrix potter;1;100
THE_TALISMAN_(SCOTT_NOVEL);['The Talisman'];Scott;Walter;Q952340;5;1377;1825;(['historical fiction'], ['novel']);Gutenberg-US;the talisman (scott novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;walter scott;walter scott;1;100
THE_TENANT_OF_WILDFELL_HALL;['Tenant of Wildfell Hall', 'The Tenant of Wildfell Hall', 'The Tenant of Wildfell Hall in London'];Brontë;Anne;Q44701;11;969;1848;(['epistolary fiction'], ['novel']);Gutenberg-US;the tenant of wildfell hall;the tenant of wildfell hall;1;100;anne brontë;linda anne landers;0;85.5
THE_TENANTS_OF_MALORY;['The Tenants of Malory'];Sheridan Le Fanu;Joseph;noWikiID;1;35467;1867;novel;Gutenberg-US;the tenants of malory;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;joseph sheridan le fanu;joseph sheridan le fanu;1;100
THE_THORN_IN_THE_FLESH;['The Thorn in the Flesh'];Lawrence;D. H. ;noWikiID;1;22480;1914;;Gutenberg-US;the thorn in the flesh;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;d. h.  lawrence;lawrence;0;90
THE_THREE_BROTHERS;['The Three Brothers'];Phillpotts;Eden;noWikiID;1;58355;1909;novel;Gutenberg-US;the three brothers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;eden phillpotts;eric eden;0;85.5
THE_THREE_MIDSHIPMEN;['The Three Midshipmen'];Kingston;William Henry Giles;noWikiID;1;24812;1873;novel;Gutenberg-US;the three midshipmen;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william henry giles kingston;william henry giles kingston;1;100
THE_THREE_PERILS_OF_MAN;['The Three Perils of Man: War, Women and Witchcraft', 'The Three Perils of Man', 'Three Perils of Man'];Hogg;James;Q96409659;7;39776;1822;novel;Gutenberg-US;the three perils of man;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;james hogg;james hogg;1;100
THE_TIME_MACHINE;['The Time Machine', 'Time Machine', 'The Time Traveller'];Wells;H. G.;Q627333;58;35;1895;(['time-travel fiction', 'romantic fiction', 'dystopian fiction', 'science fiction', 'post-apocalyptic fiction'], ['novella']);Gutenberg-US;the time machine;the time machine;1;100;h. g. wells;h. wells;1;95
THE_TITHE_PROCTOR;['The Tithe Proctor'];Carleton;William;noWikiID;1;16010;1885;novel;Gutenberg-US;the tithe proctor;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william carleton;william morgan, , cartographer;0;85.5
THE_TOWER_OF_LONDON_(NOVEL);['The Tower of London'];Ainsworth;William Harrison;Q2414713;1;49850;1840;([], ['novel']);Gutenberg-US;the tower of london (novel);lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william harrison ainsworth;william harrison;0;90
THE_TRAIL_OF_THE_SERPENT;['The Trail of the Serpent'];Braddon;Mary Elizabeth;Q24971199;1;https://en.wikisource.org/wiki/The_Trail_of_the_Serpent;1860;([], ['novel']);Wikisource;the trail of the serpent;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;mary elizabeth braddon;mary k. stohr;0;85.5
THE_TRIUMPH_OF_PRUDENCE_OVER_PASSION;['The Triumph of Prudence over Passion'];;;noWikiID;2;ECCO;1781;;ECCO;the triumph of prudence over passion;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;;;0;
THE_TRUMPET;['The Trumpet'];Mitford;Bertram;noWikiID;1;36592;1889;novel;Gutenberg-US;the trumpet;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;bertram mitford;a. bertram chandler, (arthur bertram);0;85.5
THE_TURN_OF_THE_SCREW;['The Turn of the Screw'];James;Henry;Q625923;15;209;1898;(['fantasy', 'Gothic fiction', 'ghost story', 'horror fiction'], ['novella']);Gutenberg-US;the turn of the screw;the turn of the screw and other stories;1;90;henry james;henry james;1;100
THE_UNCLASSED;['The Unclassed'];Gissing;George;Q7771311;2;4305;1884;([], ['novel']);Gutenberg-US;the unclassed;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george gissing;george gissing;1;100
THE_UNTILLED_FIELD;['The Untilled Field'];Moore;George;noWikiID;12;4034;1903;novel;Gutenberg-US;the untilled field;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george moore;george moore;1;100
THE_VAMPYRE;['The Vampyre'];Polidori;John William;Q509070;4;6087;1819;(['Gothic fiction', 'vampire fiction', 'horror fiction'], ['short story']);Gutenberg-US;the vampyre;the vampyre and other tales of the macabre;1;90;john william polidori;john william polidori;1;100
THE_VICAR_OF_WAKEFIELD;['The Vicar of Wakefield'];Goldsmith;Oliver;Q1196205;6;2667;1766;(['sentimental novel'], ['novel']);Gutenberg-US;the vicar of wakefield;the vicar of wakefield;1;100;oliver goldsmith;oliver goldsmith, ?;1;91.42857143
THE_VICAR_OF_WREXHILL;['The Vicar of WrexhilI'];Trollope;Frances;noWikiID;1;36686;1837;novel;Gutenberg-US;the vicar of wrexhill;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frances trollope;frances milton trollope;1;95
THE_VILLAGE_IN_THE_JUNGLE;['The Village in the Jungle'];Woolf;Leonard;Q19902832;1;60627;1913;([], ['novel']);Gutenberg-US;the village in the jungle;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;leonard woolf;leonard wolfe;0;92.30769231
THE_VIRGINIANS;['The Virginians', 'The Virginians: A Tale of the Last Century'];Wister;Owen;Q7772832;5;1298;1857;(['historical fiction'], ['novel']);Gutenberg-US;the virginians;the virginian: a horseman of the plains;1;86.66666667;owen wister;owen wister;1;100
THE_WAR_IN_THE_AIR;['The War in the Air'];Wells;H. G. ;Q964055;2;780;1908;(['apocalyptic fiction', 'science fiction'], ['novel']);Gutenberg-US;the war in the air;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_WARDEN;['The Warden'];Trollope;Anthony;Q3818437;2;619;1855;([], ['novel']);Gutenberg-US;the warden;the warden: the chronicles of barsetshire;1;90;anthony trollope;anthony trollope;1;100
THE_WATER-BABIES_A_FAIRY_TALE_FOR_A_LAND_BABY;['The Water-Babies', 'The Water-Babies: a Fairy Tale for a Land Baby', 'The Water Babies', 'The Water-Babies, A Fairy-Tale for a Land Baby'];Kingsley;Charles;Q14914646;14;25564;1863;"([""children's novel"", 'fantasy'], ['novel'])";Gutenberg-US;the water-babies a fairy tale for a land baby;the water -babies;1;87.27272727;charles kingsley;charles c kingsley;1;95
THE_WAY_OF_ALL_FLESH;['The Way of All Flesh', 'The Way of all Flesh'];Butler;Samuel;Q255074;15;2084;1903;(['novel'], ['novel']);Gutenberg-US;the way of all flesh;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;samuel butler;samuel pufendorf, freiherr von;0;85.5
THE_WAY_WE_LIVE_NOW;['The Way We Live Now'];Trollope;Anthony;Q7773866;11;5231;1875;(['satire'], ['novel']);Gutenberg-US;the way we live now;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;anthony trollope;anthony trollope;1;100
THE_WELL_AT_THE_WORLD'S_END;"[""The Well at the World's End""]";Morris;William;Q2384134;1;169;1896;(['fantasy', 'high fantasy'], ['novel']);Gutenberg-US;the well at the world's end;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;william morris;william morris;1;100
THE_WELL-BELOVED;['The Well-Beloved'];Hardy;Thomas;Q2906193;6;3326;1892;([], ['novel']);Gutenberg-US;the well-beloved;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;thomas hardy;thomas hardy;1;100
THE_WHIRLPOOL;['The Whirlpool'];Gissing;George;noWikiID;1;4299;1897;novel;Gutenberg-US;the whirlpool;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george gissing;george gissing;1;100
THE_WHITE_COMPANY;['The White Company'];Doyle;Arthur Conan;noWikiID;1;903;1891;novel;Gutenberg-US;the white company;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;arthur conan doyle;arthur conan doyle;1;100
THE_WHITE_PEACOCK;['The White Peacock'];Lawrence;D. H. ;Q7774542;2;38561;1911;(['Hindi'], ['novel']);Gutenberg-US;the white peacock;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;d. h.  lawrence;lawrence;0;90
THE_WHITE_ROOM;['The White Room'];Hume;Fergus;noWikiID;3;55101;1904;novel;Gutenberg-US;the white room;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;fergus hume;stuart fergus broatch;0;85.5
THE_WIDOW_BARNABY;['The Widow Barnaby'];Trollope;Frances;noWikiID;2;36561;1839;novel;Gutenberg-US;the widow barnaby;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;frances trollope;frances milton trollope;1;95
THE_WILD_IRISH_GIRL;['Wild Irish Girl', 'The Wild Irish Girl', 'The Wild Irish Girl: A National Tale', 'Wild Irish Girl of the title', 'The Wild Irish Girl : A National Tale', 'Wild Irish Girl'];Sydney;Morgan;Q7774872;53;ebooks@adelaide;1806;(['epistolary novel'], []);ebooks@adelaide;the wild irish girl;the wild irish girl;1;100;morgan sydney;thomas jefferson morgan;0;85.5
THE_WIND_IN_THE_WILLOWS;['The Wind in the Willows'];Grahame;Kenneth;Q936276;11;289;1908;"([""children's novel""], ['novel'])";Gutenberg-US;the wind in the willows;the wind in the willows;1;100;kenneth grahame;kenneth grahame;1;100
THE_WINGS_OF_A_DOVE;['The Wings of a Dove'];James;Henry;Q1557588;1;"29452; 30059";1902;([], ['novel']);Gutenberg-US;the wings of a dove;the wings of the dove;1;95;henry james;henry james;1;100
THE_WOMAN_IN_WHITE_(NOVEL);['The Woman in White'];Collins;Wilkie;Q1212672;95;583;1859;(['epistolary novel', 'Gothic novel', 'sensation fiction', 'crime novel'], []);Gutenberg-US;the woman in white (novel);the woman in white;1;95;wilkie collins;wilkie collins;1;100
THE_WOODLANDERS;['In The Woodlanders', 'The Woodlanders'];Hardy;Thomas;Q2254480;6;482;1886;([], ['novel']);Gutenberg-US;the woodlanders;the woodlanders;1;100;thomas hardy;thomas hardy;1;100
THE_WORLD_SET_FREE;['The World Set Free'];Wells;H. G. ;Q5051290;2;1059;1914;(['science fiction', 'war novel', 'speculative/fantastic fiction', 'science fiction novel'], []);Gutenberg-US;the world set free;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;h. g.  wells;h. l mencken, (henry louis);0;85.5
THE_WOULDBEGOODS;['The Wouldbegoods'];Nesbit;Edith;noWikiID;1;794;1901;novel;Gutenberg-US;the wouldbegoods;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;edith nesbit;roy conyers nesbit;0;85.5
THE_WRECKER;['The Wrecker'];Stevenson/Osbourne;Robert Louis/Lloyd;Q2753955;1;1024;1892;novel;Gutenberg-US;the wrecker;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;robert louis/lloyd stevenson/osbourne;robert glowacki;0;85.5
THE_YOUNG_BUGLERS;['The Young Buglers'];Henty;George Alfred;noWikiID;1;9613;1880; novel;Gutenberg-US;the young buglers;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;george alfred henty;george gore;0;85.5
THE_YOUNG_DUKE;['The Young Duke'];Disreali;Benjamin;Q45028402;1;20008;1831;([], ['novel']);Gutenberg-US;the young duke;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;benjamin disreali;benjamin disraeli;1;94.11764706
THE_YOUNG_FUR_TRADERS;['The Young Fur Traders'];Ballantyne;R. M. ;noWikiID;1;6357;1856;novel;Gutenberg-US;the young fur traders;lady susan, the watsons, and sanditon: unfinished fictions and other writings;0;85.5;r. m.  ballantyne;w. r. owens;0;85.5
