title;Athenaeum
An Elementary Treatise on Steam Navigation 603 (May 18,1839);1
An Elementary Treatise on the Lunar Theory 1366 (December 31,1853);1
An Elementary Treatise on the Planetary Theory 1836 (January 3,1863);1
The Elements. Volume I 2045 (January 5,1867);1
The Elements. Volume II 2064 (May 18,1867);1
The Elements of Aerial Perspective 1430 (March 24,1855);1
Elements of Agricultural Chemistry 1730 (December 22,1860);1
The Elements of Algebra and Trigonometry 2288 (September 2,1871);1
Elements of Algebra 635 (December 28,1839);1
Elements of Algebra 696 (February 27,1841);1
Elements of Algebra 903 (February 15,1845);1
The Elements of Algebra 1540 (May 2,1857);1
Elements of Algebra 1732 (January 5,1861);1
The Elements of Analytical Geometry 148 (August 28,1830);1
Elements of Art-Criticism 2061 (April 27,1867);1
Elements of Botany and Vegetable Physiology. Fourth Edition 182 (April 23,1831);1
Elements of Botany for the Use of Schools 2157 (February 27,1869);1
Elements of Botany 761 (May 28,1842);1
Elements of Botany 1138 (August 18,1849);1
The Elements of Botany 1713 (August 25,1860);1
Elements of Catholic Philosophy 1243 (August 23,1851);1
Elements of Chemical Analysis 940 (November 1,1845);1
Elements of Chemical Physics 1725 (November 17,1860);1
Elements of Chemistry. Part I 698 (March 13,1841);1
Elements of Chemistry, Theoretical and Practical. Part I 1441 (June 9,1855);1
Elements of Chemistry, Theoretical and Practical. Second Edition 1118 (March 31,1849);1
Elements of Chemistry 668 (August 15,1840);1
Elements of Comparative Philology 1855 (May 16,1863);1
Elements of Conchology. Part XI 1673 (November 19,1859);1
Elements of Conchology 1743 (March 23,1861);1
The Elements of Deductive Logic 2060 (April 20,1867);1
The Elements of Drawing 1550 (July 11,1857);1
Elements of Electro-Biology 1122 (April 28,1849);1
Elements of English Grammar, for the use of Ladies' Schools 1148 (October 27,1849);1
Elements of English Grammar 1356 (October 22,1853);1
Elements of Entomology. Numbers I and II 1548 (June 27,1857);1
Elements of Euclid 1001 (January 2,1847);1
The Elements of Euclid 1365 (December 24,1853);1
The Elements of Euclid 1840 (January 31,1863);1
Elements of Fortification, Field and Permanent 1547 (June 20,1857);1
The Elements of Fossil Conchology 832 (October 7,1843);1
Elements of General History, Ancient and Modern 945 (December 6,1845);1
Elements of Geography for Schools and Families 1817 (August 23,1862);1
The Elements of Geography 1241 (August 9,1851);1
Elements of Geology 605 (June 1,1839);1
The Elements of Geology 1325 (March 19,1853);1
Elements of Geometrical Drawing 1798 (April 12,1862);1
Elements of Geometry and Mensuration. Part I 1389 (June 10,1854);1
Elements of Geometry and Mensuration 1638 (March 19,1859);1
The Elements of Geometry Simplified and Explained, with Practical Geometry and Supplement 1689 (March 10,1860);1
Elements of Geometry 791 (December 24,1842);1
The Elements of Geometry 1307 (November 13,1852);1
The Elements of Grammar taught in English 1285 (June 12,1852);1
Elements of Greek Grammar 1566 (October 31,1857);1
Elements of Health and Principles of Female Hygiene 1323 (March 5,1853);1
The Elements of Heat and of Non-Metallic Chemistry 2144 (November 28,1868);1
The Elements of Inorganic Chemistry 1614 (October 2,1858);1
Elements of International Law. Eighth edition 2049 (February 2,1867);1
Elements of Jurisprudence 1374 (February 25,1854);1
The Elements of Land Valuation 1365 (December 24,1853);1
The Elements of Logic 1921 (August 20,1864);1
Elements of Materia Medica. Volume II. Part I. 1253 (November 1,1851);1
Elements of Materia Medica 702 (April 10,1841);1
The Elements of Mechanical Physics 1898 (March 12,1864);1
The Elements of Mechanics and Hydrostatics 1416 (December 16,1854);1
The Elements of Mechanism 1214 (February 1,1851);1
The Elements of Mechanism 1712 (August 18,1860);1
Elements of Medical Zoology 1764 (August 17,1861);1
The Elements of Mensuration 1308 (November 20,1852);1
The Elements of Molecular Mechanics 2060 (April 20,1867);1
The Elements of Morality, including Polity 925 (July 19,1845);1
Elements of Musical Science 1729 (December 15,1860);1
Elements of Natural Philosophy 635 (December 28,1839);1
The Elements of Natural Philosophy 1384 (May 6,1854);1
The Elements of Perspective 1681 (January 14,1860);1
The Elements of Photography 1865 (July 25,1863);1
Elements of Physical and Classical Geography 1375 (March 4,1854);1
The Elements of Physical Astronomy 2287 (August 26,1871);1
Elements of Physical Geography 2290 (September 16,1871);1
Elements of Physics. Part I. 913 (April 26,1845);1
Elements of Physics, or Natural Philosophy 1981 (October 14,1865);1
Elements of Physics 950 (January 10,1846);1
The Elements of Physiology 586 (January 18,1839);1
Elements of Physiophilosophy 1040 (October 2,1847);1
The Elements of Picturesque Scenery. Volume II 1484 (April 5,1856);1
The Elements of Picturesque Scenery 1315 (January 8,1853);1
The Elements of Plane and Solid Geometry 2290 (September 16,1871);1
The Elements of Plane and Spherical Trigonometry 1324 (March 12,1853);1
Elements of Plane Geometry. Book I 1998 (February 10,1866);1
The Elements of Plane Geometry, for the use of Schools and Colleges 2150 (January 9,1869);1
The Elements of Plane Practical Geometry 1451 (August 18,1855);1
The Elements of Political Economy 1573 (December 19,1857);1
The Elements of Political Science 1380 (April 8,1854);1
Elements of Practical Geometry 1307 (November 13,1852);1
The Elements of Practical Hydraulics 1469 (December 22,1855);1
Elements of Psychological Medicine 1369 (January 21,1854);1
Elements of Psychological Medicine 1463 (November 10,1855);1
Elements of Psychology. Part I 1364 (December 17,1853);1
The Elements of Psychology, on the Principles of Beneke 2293 (October 7,1871);1
Elements of Pure Arithmetic 1632 (February 5,1859);1
Elements of Quaternions 2020 (July 14,1866);1
The Elements of Rhetoric: a Manual of the Laws of Taste 1417 (December 23,1854);1
Elements of the Comparative Anatomy of the Vertebrate Animals 929 (August 16,1845);1
Elements of the Cycles of the Winds, Weather, and Prices of Corn 963 (April 11,1846);1
The Elements of the English Language 1608 (August 21,1858);1
The Elements of the Science Grammar 1546 (June 13,1857);1
Elements of the Theory and Practice of Medicine 996 (November 28,1846);1
Elements of Zoology, Etc 620 (September 14,1839);1
An Elemetary Course of Practical Methematics for the User of Schools 1243 (August 23,1851);1
Eleonore 1506 (September 6,1856);1
The Elephant's Feast 1521 (December 20,1856);1
The Elevation of the People 973 (June 20,1846);1
Eleven Years in Ceylon 648 (March 28,1840);1
Eleventh Report of the Poor Law Commissioners 941 (November 8,1845);1
Elfie in Sicily 1687 (February 25,1860);1
Elfrida 2163 (April 10,1869);1
Elgin Speeches 2274 (May 27,1871);1
Elgin 2028 (September 8,1866);1
Eliana 1315 (January 8,1853);1
Elie Berthet 954 (February 7,1846);1
Elihu Jan's Story 1945 (February 4,1865);1
Elijah, and other Poems 1999 (February 17,1866);1
"Elijah and the Monarchy of Israel; or, National Idolatry: a Poem 1939 (December 24,1864)";1
Elinor Dryden's Probation 2063 (May 11,1867);1
Elione 1947 (February 18,1865);1
The Elixir of Beauty 1098 (November 11,1848);1
The Elixir of Youth 1906 (May 7,1864);1
Eliza Meraut 1647 (May 21,1859);1
Elizabeth de Valois, Queen of Spain, and the Court of Philip II 1529 (February 14,1857);1
Elizabethan Religious History 586 (January 18,1839);1
"Elkerton Rectory: being Part Second of ""Twenty Years in the Church"" 1702 (June 9,1860)";1
Ella Norman 1896 (February 27,1864);1
Ella 351 (July 19,1834);1
Ellen Clayton 1169 (March 23,1850);1
Ellen Hanly 2127 (August 1,1868);1
Ellen Mordaunt 1709 (July 28,1860);1
Ellen Raymond 1641 (April 9,1859);1
Ellerslie House 2063 (May 11,1867);1
Ellesmere 1499 (July 19,1856);1
Ellice 1820 (September 13,1862);1
"Ellie Forestere; a sequel to ""The Battle Cross"", ""The Sea Wolf"" Etc 1182 (June 22,1850)";1
Ellie 1464 (November 17,1855);1
Ellisian Exercises 1023 (June 5,1847);1
Elmwood 1509 (September 27,1856);1
The Elopement 1854 (May 9,1863);1
Elphinstone 684 (December 5,1840);1
Elsass und Lothringen und ihre Wiedergewinnung fur Deutschland 2238 (September 17,1870);1
"Elsie; Flights to Fairyland, Etc 1954 (April 8,1865)";1
Elsie Seymour 1491 (May 24,1856);1
Elsie Venner: a Romance of Destiny 1748 (April 27,1861);1
Elsie's Married Life 1966 (July 1,1865);1
Elster's Folly 2021 (July 21,1866);1
Elucidations of the Student's Grammar 2253 (December 31,1870);1
Elvara, and other Poems 1523 (January 3,1857);1
Elva's Revenge, and other Poems 349 (July 5,1834);1
Elvire 1459 (October 13,1855);1
Emanuel Swedenborg, his Life and Writings 2064 (May 18,1867);1
"Embassies and Foreign Courts; by the Roving Englishman 1456 (September 22,1855)";1
An Embassy to the Court of St. James's in 1840 1805 (May 31,1862);1
The Embassy 962 (April 4,1846);1
Embroidery 1531 (February 28,1857);1
Emeline Latimer: a Novel 1558 (September 5,1857);1
Emendations of the Authorized Version of the Old Testament 641 (February 8,1840);1
The Emerald Wreath 1949 (March 4,1865);1
The Emigrant Family 1116 (March 17,1849);1
The Emigrant 992 (October 31,1846);1
The Emigrant's Daughter 1719 (October 6,1860);1
An Emigrant's Five Years in the Free States of America 1713 (August 25,1860);1
The Emigrant's Guide to California 1112 (February 17,1849);1
Emigrant's Guide to New South Wales Proper, Australia Felix and South Australia 1094 (October 14,1848);1
The Emigrant's Home 1489 (May 10,1856);1
The Emigrant's Last Son 1450 (August 11,1855);1
The Emigrants of Ahadarra 1061 (February 26,1848);1
The Emigrant's Tale 281 (March 16,1833);1
"The Emigrant's Vade-Mecum; or, Guide to the ""Price Grant"" in Venezuelan Guayana 2133 (September 12,1868)";1
The Emigrant's Wife 2300 (November 25,1871);1
Emigration - Where to go, and who should go 1290 (July 17,1852);1
Emigration Fields Contrasted 1331 (April 30,1853);1
Emigration Fields 609 (June 29,1839);1
Emigration, with Advice to Emigrants, especially those with small Capital 1087 (August 26,1848);1
L' Emile du Dix-neuvieme Siecle 2217 (April 23,1870);1
Emilia in England 1905 (April 30,1864);1
Emilia Monteiro 765 (June 25,1842);1
"Emilia Wyndham; by the author of ""Two Old Men's Tales"" 965 (April 25,1846)";1
Emily Chester 1940 (December 31,1864);1
Emily Foinder 2019 (July 7,1866);1
Emily Howard 1267 (February 7,1852);1
Emily Morton: a Tale 1655 (July 16,1859);1
Emily the Nursemaid 1597 (June 5,1858);1
Emily Vernon 1417 (December 23,1854);1
Emily 657 (May 30,1840);1
Emily's Choice 2059 (April 13,1867);1
Eminent Characters of the English Revolutionary Period 1321 (February 19,1853);1
Emma and her Nurse 2038 (November 17,1866);1
Emmanuel Appadocca. Two Volumes 1379 (April 1,1854);1
An Emollient and Sedative Draught to be taken by the Members of the Rambler and Union 331 (March 1,1834);1
The Emotions and the Will 1656 (July 23,1859);1
The Emperor Maximilian, his Elevation and his Fall, from Unpublished Documents 2092 (November 30,1867);1
The Emperor Napoleon III. and Italy 1633 (February 12,1859);1
Emperors of Rome from Augustus to Constantine 1217 (February 22,1851);1
The Emperor's Vigil 1491 (May 24,1856);1
The Emphasized Liturgy 2056 (March 23,1867);1
The Emphatic New Testament, the Four Gospels 1305 (October 30,1852);1
The Empire and the Church, from Constantine to Charlemagne 1557 (August 29,1857);1
The Empire in India: Letters from Madras and other Places 1897 (March 5,1864);1
The Empire of the Czar 835 (October 28,1843);1
The Employment of the People and Capital of Great Britain in her own Colonies 1145 (October 6,1849);1
The Employments of Women 1848 (March 28,1863);1
The Enchanted Doll 1131 (June 30,1849);1
The Encroachments of Russia 1431 (March 31,1855);1
The Encumbered Estates of Ireland 1208 (December 21,1850);1
Encyclopaedia Britainnica 728 (October 9,1841);1
Encyclopaedia Britannia. Eighth Edition 1439 (May 26,1855);1
Encyclopaedia Britannica. Eighth Edition. Volume I and II 1354 (October 8,1853);1
The Encyclopaedia Britannica. Eighth edition 1773 (October 19,1861);1
Encyclopaedia Britannica. Part 5O 345 (June 7,1834);1
The Encyclopaedia Britannica. Volume XI 1505 (August 30,1856);1
The Encyclopaedia Britannica. Volume XII 1521 (December 20,1856);1
Encyclopaedia Britannica. Volume XIII 1549 (July 4,1857);1
Encyclopaedia Britannica. Volumes VII - IX 1474 (January 26,1856);1
Encyclopaedia Ecclesiastica. Part I. 289 (May 11,1833);1
Encyclopaedia Metropolitana - Biblical Antiquities 1296 (August 28,1852);1
An Encyclopaedia of Architecture. New Edition, revised and enlarged by Wyatt Papworth 2064 (May 18,1867);1
An Encyclopaedia of Architecture, Historical, Theoretical, and Practical 788 (December 3,1842);1
An Encyclopaedia of Cottage, Farm, and Villa Architecture. Part XII 295 (June 22,1833);1
An Encyclopaedia of Gardening 328 (February 8,1834);1
An Encyclopaedia of Instruction 1528 (February 7,1857);1
The Encyclopaedia of Practical Carpentry and Joinery 1557 (August 29,1857);1
The Encyclopaedia of Romance. Number I and II 305 (August 31,1833);1
The Encyclopaedia of the Chinese Language 780 (October 8,1842);1
An Encyclopaedia of Trees and Shrubs 765 (June 25,1842);1
Encyclopedia for Youth 374 (December 27,1834);1
Encyclopedie des Gens du Monde. Volume I, Part I 297 (July 6,1833);1
Encyclopedie des Gens du Monde. Volume I, Part II 316 (November 16,1833);1
"The End of a World and of Rameau's Nephew [hand corrected in marked file of 1 from ""The End of the World, Etc] 1775 (November 2,1861)";1
The End of all Things 1989 (December 9,1865);1
The End of all Things 2041 (December 8,1866);1
The End of Life, and the Life that has no Ending 2075 (August 3,1867);1
An Endeavour to Classify the Sepulchral Remains in Northamptonshire, &c. 731 (October 30,1841);1
Endeavours after the Christian Life 823 (August 5,1843);1
The Engagement 699 (March 20,1841);1
Engineering Facts and Figures for 1863 1917 (July 23,1864);1
Engineering Facts and Figures for 1864 1980 (October 7,1865);1
Engineering Facts and Figures for 1865 2010 (May 5,1866);1
Engineer's Guide to the Naval and Local Marine Boards 1959 (May 13,1865);1
England. Volume I 316 (November 16,1833);1
England and America 313 (October 26,1833);1
England and Christendom 2063 (May 11,1867);1
England and English Life 1670 (October 29,1859);1
England and France before Sebastopol 1574 (December 26,1857);1
England and France 347 (June 21,1834);1
England and her Colonies, or Progress in Unity 1554 (August 8,1857);1
England and her Palace of Peace 1426 (February 24,1855);1
England and her Soldiers 1648 (May 28,1859);1
England and Ireland 2104 (February 22,1868);1
England and Rome 1409 (October 28,1854);1
England and Russia: Comparative Social Sketches 1805 (May 31,1862);1
England and Russia Natural Allies 1536 (April 4,1857);1
England and Scotland. Volume I. 1238 (July 19,1851);1
England and Scotland. Volume II. 1275 (April 3,1852);1
England and Scotland in 1844 953 (January 31,1846);1
England and the English. Third Edition 355 (August 16,1834);1
England and the English 300 (July 27,1833);1
England and the Nations 1920 (August 13,1864);1
England and Wales. From Drawings by J. M. W. Turner 137 (June 12,1830);1
England as it is and as it might and ought to be 1270 (February 28,1852);1
England As It Is 1213 (January 25,1851);1
England as seen by Foreigners in the Days of Elizabeth and James the First 1968 (July 15,1865);1
England at the Time of the Reformation. Four lectures 2021 (July 21,1866);1
England in 1841 753 (April 2,1842);1
England in the Days of Wiclif 1141 (September 8,1849);1
England in the Eighteenth Century 1491 (May 24,1856);1
England in the Nineteenth Century. Cornwall 770 (July 30,1842);1
England in the Nineteenth Century: Lancashire 772 (August 13,1842);1
England in Time of War 1500 (July 26,1856);1
