short_title;title;review_reference
MARIA;MARIA, OR THE GENEROUS RUSTIC.;"CR 58: 75 (July 1784); MR 71: 387 (Nov 1784); AF II: 308."
LAURA AND AUGUSTUS;"LAURA AND AUGUSTUS, AN AUTHENTIC STORY; IN A SERIES OF LETTERS. BY A YOUNG LADY. IN THREE VOLUMES.";"CR 57: 233-4 (Mar 1784); MR 71: 77 (July 1784); AF II: 477."
ORIGINAL LOVE-LETTERS;ORIGINAL LOVE-LETTERS, BETWEEN A LADY OF QUALITY AND A PERSON OF INFERIOR STATION. ·;"MR 71: 225 (Sept 1784); AF II: 820."
DAMON AND DELIA;DAMON AND DELIA: A TALE.;"CR57:473 (June 1784); MR 71: 78 (July 1784);AF II: 1645."
IMOGEN;"IMOGEN; A PASTORAL ROMANCE. IN TWO VOLUMES. FROM THE ANCIENT BRITISH.";"CR 58: 312 (Oct 1784); MR 72: 233-4 (Mar 1785); AF II: 1646."
ITALIAN LETTERS;ITALIAN LETTERS: OR, THE HISTORY OF THE COUNT DE ST. JULIAN. IN TWO VOLUMES.;"CR58: 211-13 (Sept 1784); MR 71: 386 (Nov 1784); AF II: 1647."
DANGEROUS CONNECTIONS;DANGEROUS CONNECTIONS: OR, LETTERS COLLECTED IN A SOCIETY, AND PUBLISHED FOR THE INSTRUCTION OF OTHER SOCIETIES. BY M. C***. DEL***.;"CR 57: 473-4 (June 1784); MR 71: 149 (Aug 1784); AF II: 693."
THE INDEPENDENT;THE INDEPENDENT. A NOVEL. IN TWO VOLUMES.;"CR 58: 226-7 (Sept 1784); MR 71: 225-6 (Sept 1784); AF II: 2647."
THE RIVAL BROTHERS;THE RIVAL BROTHERS, A NOVEL. IN A SERIES OF LETTERS, FOUNDED ON FACTS. BY A LADY.;"CR 58: 155 (Aug 1784); MR 71: 224 (Sept 1784); AF II: 2960."
EDEN VALE;EDEN VALE. A NOVEL. IN TWO VOLUMES. DEDICATED, BY PERMISSION, TO LADY SHELBURNE. BY MRS. CATHERINE PARRY.;"CR 58: 155 (Aug 1784); MR 71: 149 (Aug 1784); AF II: 3229."
THE VIRTUOUS VILLAGERS;THE VIRTUOUS VILLAGERS, A NOVEL. IN A SERIES OF LETTERS. BY JOHN POTTER, M.B. AUTHOR OF THE CURATE OF COVENTRY, &C. &C. IN TWO VOLUMES.;"CR 58: 476-7 (Dec 1784); MR 72: 391 (May 1785); AF II: 3545."
THE HISTORY OF CHRISTINA;"THE HISTORY OF CHRISTINA, PRINCESS OF SWABIA; AND OF ELOISA DE LIVAROT. TRANSLATED FROM THE FRENCH OF MADAME RICCOBONI. IN TWO VOLUMES.";"CR 57: 474 (June 1784); MR 71: 150 (Aug 1784)."
LETTERS TO HONORIA AND MARIANNE;LETTERS TO HONORIA AND MARIANNE, ON VARIOUS SUBJECTS. IN THREE VOLUMES.;"CR 57: 209-11 (Mar 1784); MR 71: 155 (Aug 1784)."
THE AEROSTATIC SPY;"THE AEROSTATIC SPY: OR, EXCURSIONS WITH AN AIR BALLOON. EXHIBITING A VIEW OF VARIOUS COUNTRIES, IN DIFFERENT PARTS OF THE WORLD; AND A VARIETY OF CHARACTERS IN REAL LIFE. BY AN AERIAL TRAVELLER.";"CR 60: 234 (Sept 1785); MR 73: 466 (Dec 1785); AF II: 38."
BELMONT GROVE;BELMONT GROVE: OR, THE DISCOVERY. A NOVEL, IN A SERIES OF LETTERS, BY A LADY. IN TWO VOLUMES.;"CR 59: 475 (June 1785 ); MR 73: 466 (Dec 1785); AF II: 284."
CAMILLA;"CAMILLA; OR, THE CORRESPONDENCE OF A DECEASED FRIEND. IN THREE VOLUMES.";"CR 59: 475 ( June 1785); MR 73: 466 (Dec 1785); AF II: 588."
THE CONFESSIONS OF A COQUET;THE CONFESSIONS OF A COQUET. A NOVEL. IN A SERIES OF LETTERS.;"MR 73: 391 (Nov 1785); AF II: 833."
EDWIN AND ANNA;EDWIN AND ANNA, A NORTHUMBRIAN TALE. FOUNDED ON FACTS. WRITTEN BY EDWIN HIMSELF.;"CR 61: 235 (Mar 1786); MR 75: 153 (Aug 1786); AF II: 1221."
THE FALSE FRIENDS;THE FALSE FRIENDS. A NOVEL. IN A SERIES OF LETTERS. BY THE AUTHOR OF THE RING. IN TWO VOLUMES.;"CR 60: 73 (July 1785); MR 73: 466 (Dec 1785); AF II: 1368."
THE FATAL MARRIAGE;THE FATAL MARRIAGE: A NOVEL. IN TWO VOLUMES.;"CR 59: 475 (June 1785 ); MR 73: 236 (Sept 1785); AF II: 1387."
THE HISTORY OF SIR HENRY CLARENDON;THE HISTORY OF SIR HENRY CLARENDON.;"CR 59: 316 (Apr 1785); MR 73: 153 (Aug 1785); AF II: 1971."
LETTERS BETWEEN AN ILLUSTRIOUS PERSONAGE AND A LADY OF HONOUR AT B*******;LETTERS BETWEEN AN ILLUSTRIOUS PERSONAGE AND A LADY OF HONOUR AT B*******.;"CR 60: 399 (Nov 1785); MR 73: 73 (July 1785); AF II: 2532."
THE LIBERAL AMERICAN;THE LIBERAL AMERICAN. A NOVEL, IN A SERIES OF LETTERS, BY A LADY. IN TWO VOLUMES.;"CR 61: 154 (Feb 1786); MR 73: 466 (Dec 1785)."
*MARIA;"*MARIA; OR, THE OBSEQUIES OF AN UNFAITHFUL WIFE.";"CR60: 318 (Oct 1785) MR 74: 390 (May 1786);AFII: 2712."
MATILDA;MATILDA: OR, THE EFFORTS OF VIRTUE. A NOVEL, IN A SERIES OF LETTERS, BY A LADY. IN THREE VOLUMES.;"CR 59: 395 (May 1785); MR 73: 465-6 (Dec 1785); AF II: 2773."
MEMOIRS AND ADVENTURES OF A FLEA;"MEMOIRS AND ADVENTURES OF A FLEA; IN WHICH ARE INTERSPERSED MANY HUMOROUS CHARACTERS AND ANECDOTES. IN TWO VOLUMES.";"CR 60: 318 (Oct 1785); MR 73: 391 (Nov 1785); AF II: 2819."
THE MISFORTUNES OF LOVE;THE MISFORTUNES OF LOVE. A NOVEL. TRANSLATED FROM THE FRENCH. IN TWO VOLUMES.;"CR 59: 395 (May 1785); MR 73: 466 (Dec 1785); AF II: 2895."
THE NABOB;THE NABOB. A NOVEL. IN A SERIES OF LETTERS. BY A LADY. IN TWO VOLUMES.;"CR 59: 395--{) (May 1785); MR 74: 72 (Jan 1786); AF II: 3027."
THE NEW ENTERTAINING NOVELLIST;"THE NEW ENTERTAINING NOVELLIST; BEING A SELECTION OF STORIES, FROM THE MOST APPROVED MODERN AUTHORS.";
ORIGINAL TALES;ORIGINAL TALES, HISTORIES, ESSAYS AND TRANSLATIONS. BY DIFFERENT HANDS.;
THE QUAKER;THE QUAKER. A NOVEL. IN A SERIES OF LETTERS, BY A LADY. IN THREE VOLUMES.;"CR 60: 395 (Nov 1785); MR 74: 306 (Apr 1786); AF II: 3667."
SENTIMENTAL MEMOIRS;SENTIMENTAL MEMOIRS: BY A LADY.;"CR60: 232-33 (Oct 1785); MR 73: 465 (Dec 1785); AF II: 4019."
THE YOUNG WIDOW;"THE YOUNG WIDOW; OR, THE HISTORY OF MRS LEDWICH. WRITTEN BY HERSELF. IN A SERIES OF LETTERS TO JAMES LEWIS, ESQ. IN TWO VOLUMES.";"CR 59: 67 (Jan 1785); MR 72: 391 (May 1785); AF II: 4978."
ANNA;"ANNA; OR, MEMOIRS OF A WELCH HEIRESS, INTERPERSED WITH ANECDOTES OF A NABOB. IN FOUR VOLUMES.";"CR 59: 476 (June 1785); MR 73: 153 (Aug 1785); AF II: 296."
MARIA;MARIA: A NOVEL. IN TWO VOLUMES. BY THE AUTHOR OF GEORGE BATEMAN.;"CR 60: 233-34 (Sept 1785); MR 73: 392 (Nov 1785); AF II: 384."
*THE COALITION;"*THE COALITION; OR FAMILY ANECDOTES. A NOVEL. BY MRS BOYS.";"CR 59: 475-76 (June 1785); MR 73: 153 (Aug 1785); AF II: 452."
THE DUPED GUARDIAN;THE DUPED GUARDIAN: OR, THE AMANT MALADE. A NOVEL. IN A SERIES OF LETTERS. BY MRS CARTWRIGHT. IN TWO VOLUMES.;"CR60: 396 (Nov 1785); MR 74: 306 (Apr 1786)."
THE VALE OF GLENDOR;"THE VALE OF GLENDOR; OR, MEMOIRS OF EMILY WESTBROOK. IN TWO VOLUMES.";"CR 59: 317 (Apr 1785); MR 73: 152-3 (Aug 1785); AF II: 628."
THE FORCE OF LOVE;THE FORCE OF LOVE. A NOVEL. IN A SERIES OF LETTERS. BY JOHN DENT, AUTHOR OF TOO CIVIL BY HALF, &C. &C. IN TWO VOLUMES.;"CR60: 318 (Oct 1785);MR 74: 306 (Apr 1786)."
TALES OF THE CASTLE;TALES OF THE CASTLE: OR, STORIES OF INSTRUCTION AND DELIGHT. BEING LES VIELLEES DU CHATEAU, WRITTEN IN FRENCH BY MADAME LA COMTESSE DE GENUS, AUTHOR OF THE THEATRE OF EDUCATION, ADELA AND THEODORE, &C. TRANSLATED INTO ENGLISH BY THOMAS HOLCROFT.;"CR 59: 99-104 (Feb 1785); MR 73: 92-6 (July 1785); AF II: 2021."
THE OMEN;"THE OMEN; OR, MEMOIRS OF SIR HENRY MELVILLE AND MISS JULIA EASTBROOK. A NOVEL. IN TWO VOLUMES.";"CR 60: 234 (Sept 1785); MR 73: 391 (Nov 1785); AF II: 1613."
HISTORY OF THE HONOURABLE EDWARD MORTIMER;HISTORY OF THE HONOURABLE EDWARD MORTIMER. BY A LADY.;"CR 60: 316-17 (Oct 1785); MR 73: 465 (Dec 1785); AF II: 1769."
THE RENCONTRE;THE RENCONTRE: OR, TRANSITION OF A MOMENT. A NOVEL, IN A SERIES OF LETTERS. BY A LADY. IN TWO VOLUMES.;"CR 58: 397 (Nov 1784); MR 72: 233 (Mar 1785 ); AF II: 1770."
THE CASKET;"THE CASKET; OR, DOUBLE DISCOVERY: A NOVEL. BY THE AUTHOR OF HIGH LIFE. IN TWO VOLUMES.";"CR59: 66-7 (Jan 1785);MR 72: 391 (May 1785);AF II: 634."
FANNY;"FANNY: A NOVEL; IN A SERIES OF LETTERS. WRITTEN BY A LADY. IN THREE VOLUMES.";"CR 61: 235 (Mar 1786); MR 75: 314-15 ( Oct 1786); AF II: 2030."
INTERESTING MEMOIRS;INTERESTING MEMOIRS. BY A LADY. IN TWO VOLUMES.;"CR 61: 78 (Jan 1786); MR 74: 307 (Apr 1786); AF II: 2347."
THE RECESS;"THE RECESS; OR, A TALE OF OTHER TIMES. BY THE AUTHOR OF THE CHAPTER OF ACCIDENTS.";"CR61: 214-18 (Mar 1786); MR 75: 131-6 (Aug 1786);AF II: 2504."
CONSTANCE;CONSTANCE: A NOVEL. THE FIRST LITERARY ATTEMPT OF A YOUNG LADY. IN FOUR VOLUMES.;"CR 60: 394 (Nov 1785}; MR 74: 306 (Apr 1786); AF II: 2755."
MORETON ABBEY;"MORETON ABBEY; OR THE FATAL MYSTERY. A NOVEL, IN TWO VOLUMES. BY THE LATE MISS HARRIET CHILCOT, OF BATH. (AFTERWARDS MRS. MEZIERE.) AUTHORESS OF ELMARAND ETHLINDA, A LEGENDARY TALE, &C. &C.";"MR 75: 153 (Aug 1786); AF II: 687."
THE ADVENTURES OF THE SIX PRINCESSES OF BABYLON;THE ADVENTURES OF THE SIX PRINCESSES OF BABYLON, IN THEIR TRAVELS TO THE TEMPLE OF VIRTUE. AN ALLEGORY. DEDICATED BY PERMISSION, TO HER ROYAL HIGHNESS THE PRINCESS MARY.;"CR 60: 221-22 (Sept 1785); MR 74: 313 (Apr 1786); AF II: 3272."
A FRAGMENT OF THE HISTORY OF THAT ILLUSTRIOUS PERSONAGE;"A FRAGMENT OF THE HISTORY OF THAT ILLUSTRIOUS PERSONAGE, JOHN BULL, ESQ; COMPILED BY THE CELEBRATED HIS• TORIAN SIR HUMPHRY POLESWORTH. LATELY DISCOVER'D IN THE REPAIRS OF GRUB-HATCH, THE ANCIENT SEAT OF THE FAMILY OF THE POLESWORTHS; NOW FIRST PUBLISHED FROM THE ORIGINAL MANUSCRIPT, BY PEREGRINE PINFOLD, OF GRUBHATCH, ESQ;.";
THE FAVOURITES OF FELICITY;THE FAVOURITES OF FELICITY. A NOVEL. IN A SERIES OF LETTERS. BY JOHN POTTER, MB. AUTHOR OF THE CURATE OF COVENTRY, THE VIRTUOUS VILLAGERS, &C. &C.;"CR 60: 233 (Sept 1785); MR 73: 466-7 (Dec 1785); AF II: 3542."
NOVELLETTES MORAL AND SENTIMENTAL PARTLY ORIGINAL AND PARTLY COMPILED BY THE LATE;NOVELLETTES MORAL AND SENTIMENTAL PARTLY ORIGINAL AND PARTLY COMPILED BY THE LATE, T. POTTER. SURGEON AT NORTH SHIELDS, NEAR NEWCASTLE UPON TYNE.;
MEMOIRS OF A PYTHAGOREAN;MEMOIRS OF A PYTHAGOREAN. IN WHICH ARE DELINEATED THE MANNERS, CUSTOMS, GENIUS, AND POLITY OF ANCIENT NATIONS. INTERSPERSED WITH A VARIETY OF ANECDOTES. IN THREE VOLUMES.;"MR 73: 391 (Nov 1785); AF II: 4453."
*THE CONQUESTS OF THE HEART;*THE CONQUESTS OF THE HEART. A NOVEL. BY A YOUNG LADY.;"CR 59: 316 (Apr 1785); MR 74: 472-3 (June 1786); AF II: 4491."
MODERN TIMES;MODERN TIMES, OR THE ADVENTURES OF GABRIEL OUTCAST. SUPPOSED TO BE WRITTEN BY HIMSELF. IN IMITATION OF GIL BLAS. IN THREE VOLUMES.;"CR 59: 65-66 (Jan 1785); MR 73: 298 (Oct 1785); AF II: 4548."
THE ADVENTURES OF LUCIFER IN LONDON;THE ADVENTURES OF LUCIFER IN LONDON. EXHIBITED IN A SERIES OF LETTERS TO THE RIGHT HONOURABLE THE LORD PRESIDENT OF THE STYGIAN COUNCIL OF PAND1EMONIUM.;"CR62: 155 (Aug 1786); MR 75: 230 (Sept 1786);AF II: 34."
ALBINA;ALBINA, A NOVEL, IN A SERIES OF LETTERS, IN TWO VOLUMES.;"CR62: 149 (Aug 1786); MR 75: 394 (Nov 1786);AFII: 55."
APPEARANCE IS AGAINST THEM;APPEARANCE IS AGAINST THEM, IN A SERIES OF LETTERS, IN THREE VOLUMES, BY THE AUTHOR OF EMILY HERBERT, OR PERFIDY PUNISHED.;"CR62: 236 (Sept 1786); MR 75: 393 (Nov 1786); AF II: 130."
ARPASIA;"ARPASIA; OR, THE WANDERER. A NOVEL. BY THE AUTHOR OF THE NABOB. IN THREE VOLUMES.";"CR61: 399-400 (May 1786); MR 75: 394 (Nov 1786);AF II: 145."
369 EMILY HERBERT;"369 EMILY HERBERT; OR PERFIDY PUNISHED. A NOVEL. IN A SERIES OF LETTERS. BY THE AUTHOR OF APPEARANCE IS AGAINST THEM.";"CR 62: 236 (Sept 1786); MR 75: 393-94 (Nov 1786); AF II: 1271."
THE INNOCENT RIVALS;THE INNOCENT RIVALS, A NOVEL, TAKEN FROM THE FRENCH, WITH ALTERATIONS AND ADDITIONS. BY A LADY. IN THREE VOLUMES.;"CR 62: 149 (Aug 1786); MR 75: 314 (Oct 1786); AF II: 2193."
THE LADY'S TALE;"THE LADY'S TALE; OR, THE HISTORY OF DRUSILLA NORTHINGTON. IN TWO VOLUMES.";"CR 60: 470 (Dec 1785); MR 74: 307 (Apr 1786)."
LANE'S ANNUAL NOVELIST;LANE'S ANNUAL NOVELIST. A COLLECTION OF MORAL TALES, HISTORIES, AND ADVENTURES, AMUSING AND INSTRUCTIVE SELECTED FROM THE MAGAZINES & OTHER PERIODICAL PUBLICATIONS FOR THE YEAR. TO BE CONTINUED ANNUALLY.;"CR 63: 78 (Jan 1786); MR 76: 82 (Jan 1787); AF II: 2455."
RAJAH KISNA;RAJAH KISNA, AN INDIAN TALE. IN THREE VOLUMES.;"MR 75: 394 (Nov 1786);AFII: 3681."
TALES;"TALES, ROMANCES, APOLOGUES, ANECDOTES, AND NOVELS; HUMOROUS SATIRIC, ENTERTAINING, HISTORICAL, TRAGICAL, AND MORAL; FROM THE FRENCH OF THE ABBE BLANCHET, M. BRET, M. DE LA PLACE, M. IMBERT, M. SAINT LAMBERT, AND THE CHEVALIER DE FLORIAN.";"CR 62: 236-237 ( 1786); MR 75: 316-317 ( 1786); AF II: 4343."
THE WOMAN OF QUALITY;"THE WOMAN OF QUALITY; OR, THE HISTORY OF LADY ADELINDA BELLEMONT, IN A SERIES OF LETTERS. IN TWO VOLUMES.";"CR60: 470 (Dec 1785); AF II: 4921."
THE HISTORY OF COUNT GLEICHEN;THE HISTORY OF COUNT GLEICHEN, A GERMAN NOBLEMAN, WHO RECEIVED PERMISSION FROM POPE GREGORY IX. TO HAVE TWO WIVES AT THE SAME TIME. TRANSLATED FROM THE FRENCH OF ARNAUD.;CR 62: 235-6 (Sept 1786).
WARBECK;WARBECK: A PATHETIC TALE. IN TWO VOLUMES.;"CR 60: 395 (Nov 1786); MR 75: 153 (Aug 1786)."
[VATHEK];[VATHEK]. AN ARABIAN TALE, FROM AN UNPUBLISHED MANUSCRIPT: WITH NOTES CRITICAL AND EXPLANATORY.;"CR 62: 37-42 (July 1786); MR 76: 450 (May 1787); AF II: 258."
JUVENILE INDISCRETIONS;JUVENILE INDISCRETIONS. A NOVEL. IN FIVE VOLUMES. BY THE AUTHOR OF ANNA, OR THE WELCH HEIRESS.;"CR62: 68-69 (July 1786); MR 75: 315 (Oct 1786); AF II: 299."
HENRIETTA OF GERSTENFELD;"HENRIETTA OF GERSTENFELD. TRANSLATED FROM THE GERMAN OF MR WIELAND {vol. 1). HENRIETTA OF GERSTENFELD; A GERMAN STORY [vol. 2].";London: Printed for William Lane, Leadenhall-Street, 1788 [ vol. 2].
AN AMOUROUS TALE OF THE CHASTE LOVES OF PETER THE LONG;AN AMOUROUS TALE OF THE CHASTE LOVES OF PETER THE LONG, AND OF HIS MOST HONOURED DAME BLANCHE BAZU, HIS PEAL FRIEND BLAIZE BAZU, AND THE HISTORY OF THE LOVER'S WELL. IMITATED FROM THE ORIGINAL FRENCH BY THOMAS HOLCROFT.;"MR 76: 521-2 (June 1787); AF II: 1999."
CLERIMONT;CLERIMONT, OR, MEMOIRS OF THE LIFE AND ADVENTURES OF MR B******. (WRITTEN BY HIMSELF.) INTERSPERSED WITH ORIGINAL ANECDOTES OF LIVING CHARACTERS.;
THE PLATONIC MARRIAGE;THE PLATONIC MARRIAGE: A NOVEL, IN A SERIES OF LETTERS. BY MRS. CARTWRIGHT.;"CR 63: 310 (Apr 1787); MR 76: 530-31 (June 1787); AF II: 626."
ALAN FITZ-OSBORNE;ALAN FITZ-OSBORNE, AN HISTORICAL TALE. IN TWO VOLUMES.;
THE CONVENT;THE CONVENT: OR, THE HISTORY OF SOPHIA NELSON. IN TWO VOLUMES. BY A YOUNG LADY.;"CR 62: 469-70 (Dec 1786); MR 76: 449-50 (May 1787); AF II: 1542."
ELFRIDA;"ELFRIDA; OR, PATERNAL AMBITION. A NOVEL. IN THREE VOLUMES. BY A LADY.";"CR 62: 68 (July 1786); MR 76: 360 (Apr 1787); AF II: 1603."
ZORIADA;ZORIADA: OR, VILLAGE ANNALS. A NOVEL. IN THREE VOLUMES.;"CR 62: 394 (Nov 1786); MR 76: 265 (Mar 1787); AF II: 2103A."
ST;"ST. BERNARD'S PRIORY. AN OLD ENGLISH TALE; BEING THE FIRST LITERARY PRODUCTION OF A YOUNG LADY.";
THE LETTERS OF CHARLOTTE;THE LETTERS OF CHARLOTTE, DURING HER CONNEXION WITH WERTER.;"CR 61: 357-9 (May 1786); MR 75: 153 (Aug 1786); AF II: 2243."
FRANCIS;FRANCIS, THE PHILANTHROPIST: AN UNFASHIONABLE TALE. IN THREE VOLUMES.;"CR60: 395 (Nov 1785); MR 74: 306 (Apr 1786); AF II: 2291."
JULIANA;JULIANA. A NOVEL. BY THE AUTHOR OF FRANCIS THE PHILANTHROPIST. IN THREE VOLUMES.;"CR61: 496-70 (June 1786); MR 76: 82 (Jan 1787); AF II: 2292."
THE ADVENTURES OF ANTHONY VARNISH;"THE ADVENTURES OF ANTHONY VARNISH; OR, A PEEP AT THE MANNERS OF SOCIETY. BY AN ADEPT. IN THREE VOLUMES.";
THE ERRORS OF INNOCENCE;THE ERRORS OF INNOCENCE, IN FIVE VOLUMES.;"CR 61: 234 (Mar 1786); MR 75: 230 (Sept 1786); AF II: 2492."
TALES OF THE TWELFTH AND THIRTEENTH CENTURIES;TALES OF THE TWELFTH AND THIRTEENTH CENTURIES. FROM THE FRENCH OF MR LE GRAND. 384 1786;"CR 62: 76-77 (July 1786); MR 76: 59-61 (Jan 1787); AF II: 2513."
THE KENTISH CURATE;"THE KENTISH CURATE; OR, THE HISTORY OF LAMUEL LYTTLETON, A FOUNDLING. WRITTEN BY HIMSELF.";"CR 63: 77-8 (Jan 1787); MR 77: 496-7 (Dec 1787); AF II: 2520."
CAROLINE OF LICHTFIELD;"CAROLINE OF LICHTFIELD; A NOVEL. TRANSLATED FROM THE FRENCH. BY THOMAS HOLCROFT.";"CR62: 199-203 (Sept 1786); MR 76: 265-6 (Mar 1787);AF II: 2001."
THE RAMBLES OF FANCY;"THE RAMBLES OF FANCY; OR MORAL AND INTERESTING TALES. CONTAINING, THE LAPLANDER, THE AMBITIOUS MOTHER, LETTERS FROM-LINDAMIRA TO OLIVIA, MIRANDA TO ELVIRA, FELICIA TO CECILIA, THE AMERICAN INDIAN, THE FATAL RESOLUTION, THE CREOLE. BY THE AUTHOR OF THE ADVENTURES OF THE SIX PRINCESSES OF BABYLON. IN TWO VOLUMES.";"CR 62: 393-4 (Nov 1786); MR 75: 468-9 (Dec 1786); AF II: 3277."
THE TOUR OF VALENTINE;THE TOUR OF VALENTINE.;"CR61: 236-7 (Mar 1786); MR 75: 315 (Oct 1786)."
THEODOSIUS AND ARABELLA;THEODOSIUS AND ARABELLA, A NOVEL, IN A SERIES OF LETTERS, BY THE LATE MRS. HAMPDEN PYE. IN TWO VOLUMES.;"CR 61: 399 (May 1786); MR 75: 394 (Nov 1786); AF II: 3665."
BARON MUNCHAUSEN'S NARRATIVE OF HIS MARVELLOUS TRAVELS AND CAMPAIGNS IN RUSSIA;"BARON MUNCHAUSEN'S NARRATIVE OF HIS MARVELLOUS TRAVELS AND CAMPAIGNS IN RUSSIA. HUMBLY DEDICATED AND RECOMMENDED TO COUNTRY GENTLEMEN; AND, IF THEY PLEASE, TO BE REPEATED AS THEIR OWN, AFTER A HUNT, AT HORSE RACES, IN WATERING-PLACES, AND OTHER SUCH POLITE ASSEMBLIES; ROUND THE BOTTLE AND FIRE-SIDE.";CR60: 479 (Dec 1785).
VICTORIA;VICTORIA. A NOVEL. IN TWO VOLUMES. THE CHARACTERS TAKEN FROM REAL LIFE, AND CALCULATED TO IMPROVE THE MORALS OF THE FEMALE SEX, BY IMPRESSING THEM WITH A JUST SENSE OF THE MERITS OF FILIAL PIETY. BY SUSANNAH HASWELL.;"CR 63: 76-7 (Jan 1787); MR 76: 83 (Jan 1787); AF II: 3887."
THE CHILD OF CHANCE;"THE CHILD OF CHANCE; OR, THE ADVENTURES OF HARRY HAZARD.";"CR 63: 307 (Apr 1787); MR 76: 265 (Mar 1787); AF II: 4956."
THE ADVENTURES OF JONATHAN CORNCOB;THE ADVENTURES OF JONATHAN CORNCOB, LOYAL AMERICAN REFUGEE. WRITTEN BY HIMSELF.;"CR 65: 150 (Feb 1788); MR 77: 495-6 (Dec 1787); AF II: 33."
BLENHEIM LODGE;BLENHEIM LODGE, A NOVEL. IN TWO VOLUMES.;"CR 64: 392-93 (Nov 178 7); MR 78: 249 (Mar 1788); AF II: 3 79."
CAROLINE;CAROLINE: OR, THE HISTORY OF MISS SEDLEY. BY A YOUNG LADY. IN TWO VOLUMES.;
THE CONTRAST;THE CONTRAST: OR THE OPPOSITE CONSEQUENCES OF GOOD AND EVIL HABITS, EXHIBITED IN THE LOWEST RANKS OF RURAL LIFE, FOR THE :BENEFIT OF INTELLIGENT SERVANTS, AND THE BEST PROFICIENTS IN SUNDAY SCHOOLS.;"CR65: 159 (Feb 1788); MR 78: 77 (Jan 1788); AF II: 849."
THE DISINTERESTED NABOB;THE DISINTERESTED NABOB, A NOVEL INTERSPERSED WITH GENUINE DESCRIPTIONS OF INDIA, ITS MANNERS AND CUSTOMS.;"CR 63: 309 (Apr 1787); MR 76: 44 7-8 (May 1787); AF II: 1102."
EDWARD AND SOPHIA;EDWARD AND SOPHIA. A NOVEL. IN TWO VOLUMES. BY A LADY.;"CR64: 392 (Nov 1787); MR 77:496 (Dec 1787);AF II: 1215."
FAVOURITE TALES;FAVOURITE TALES, TRANSLATED FROM THE FRENCH.;"CR65: 157 (Feb 1788); MR 78: 531 (June 1788);AF II: 1390."
THE GENEROUS ATTACHMENT;"THE GENEROUS ATTACHMENT; A NOVEL, IN A SERIES OF LETTERS.";"CR 63: 310 (Apr 1787); MR 76: 450 (May 1787); AF II: 1587."
THE HAPPY ART OF TEAZING;THE HAPPY ART OF TEAZING: A NOVEL.;"CR 64: 309 (Oct 1787); MR 78: 82 (Jan 1788); AF II: 1804."
*THE HAPPY RELEASE;"*THE HAPPY RELEASE; OR THE HISTORY OF CHARLES WHARTON AND SOPHIA HARLEY. A NOVEL. IN A SERIES OF LETTERS.";"CR 62: 391 (Nov 1786); MR 76: 82-3 (Jan 1787); AF II: 1806."
THE HISTORY OF CAPTAIN AND MISS RIVERS;THE HISTORY OF CAPTAIN AND MISS RIVERS. IN THREE VOLUMES.;"CR 63: 309 (Apr 1787); MR 76: 529 (June 1787); AF II: 1955."
THE HISTORY OF CHARLES FALKLAND;THE HISTORY OF CHARLES FALKLAND, ESQ. AND MISS LOUISA SAVILLE. A NOVEL. IN A SERIES OF LETTERS. IN WHICH IS INTRODUCED, THE HISTORY OF JULIA HARWOOD.;"CR 62: 392 (Nov 1786); MR 76: 529 (June 1787); AF II: 1956."
*THE HISTORY OF HENRIETTA MORTIMER;"*THE HISTORY OF HENRIETTA MORTIMER; OR, THE FORCE OF FILIAL ENTHUSIASM.";"CR 63: 308 (Apr 1787); MR 77: 80 (July 1787); AF II: 1960."
THE HISTORY OF LADY EMMA MELCOMBE;THE HISTORY OF LADY EMMA MELCOMBE, AND HER FAMILY. BY A FEMALE. IN THREE VOLUMES.;"CR 63: 77 (Jan 1787); MR 76: 448 (May 1787); AF II: 1964."
*LORD WINWORTH;"*LORD WINWORTH; OR, THE MEMOIRS OF AN HEIR; A NOVEL DEDICATED, BY PERMISSION, TO HER GRACE THE DUCHESS OF DEVONSHIRE.";"CR 63: 225-26 (Mar 1787); MR 76: 266 (Mar 1787); AF II: 2602."
*LUCINDA OSBORN;*LUCINDA OSBORN. A NOVEL. BY A YOUNG LADY.;"CR 63: 226 (Mar 1787); MR 77: 246 (Sept 1787); AF II: 2631."
LUMLEY-HOUSE;LUMLEY-HOUSE: A NOVEL. THE FIRST ATTEMPT OF A YOUNG LADY. IN THREE VOLUMES.;"CR 63: 391 (May 1787); MR 77: 162-3 (Aug 1787); AF II: 2638."
THE PERPLEXITIES OF LOVE;THE PERPLEXITIES OF LOVE.;"MR 77: 246 (Sept 1787); AF II: 3309."
*THE RATTLE;*THE RATTLE. A NOVEL. IN A SERIES OF LETTERS.;"CR64: 392 (Nov 1787); MR 78: 165-6 (Feb 1788); AF II:· 3697."
THE RICH YOUNG COUNTRY 'SQUIRE;"THE RICH YOUNG COUNTRY 'SQUIRE; IN A SERIES OF LETTERS, A NOVEL: CHIEFLY IN THE LUSCIOUS TASTE.";
THE SCHOOL OF VIRTUE;THE SCHOOL OF VIRTUE. A NOVEL, ON A NEW PLAN, INSCRIBED TO HER MAJESTY, BY A GENTLEMAN OF THE TEMPLE. IN TWO VOLUMES.;"CR 64: 480 (Dec 1787); MR 78: 249-50 (Mar 1788 ); AF II: 397 4."
